"","CountryCode","CountryName","Date","community_understanding","manage_imported_cases","cases_controlled","test_and_trace","endemic_factor","openness_risk"
"101","ABW","Aruba","2020-04-10",0.979502040816326,1,0.937142857142857,0.208333333333333,0,0.218755442176871
"102","ABW","Aruba","2020-04-11",0.979391836734694,1,0.931428571428571,0.208333333333333,0,0.22021156462585
"103","ABW","Aruba","2020-04-12",0.979171428571428,1,0.92,0.208333333333333,0,0.22312380952381
"104","ABW","Aruba","2020-04-13",0.979171428571428,1,0.92,0.208333333333333,0,0.22312380952381
"105","ABW","Aruba","2020-04-14",0.979557142857143,1,0.94,0.208333333333333,0,0.218027380952381
"106","ABW","Aruba","2020-04-15",0.979722448979592,1,0.948571428571429,0.208333333333333,0,0.215843197278912
"107","ABW","Aruba","2020-04-16",0.979832653061224,1,0.954285714285714,0.208333333333333,0,0.214387074829932
"108","ABW","Aruba","2020-04-17",0.979997959183673,1,0.962857142857143,0.208333333333333,0,0.212202891156463
"109","ABW","Aruba","2020-04-18",0.980163265306122,1,0.971428571428571,0.208333333333333,0,0.210018707482993
"110","ABW","Aruba","2020-04-19",0.98049387755102,1,0.988571428571429,0.208333333333333,0,0.205650340136054
"111","ABW","Aruba","2020-04-20",0.980438775510204,1,0.985714285714286,0.208333333333333,0,0.206378401360544
"112","ABW","Aruba","2020-04-21",0.980438775510204,1,0.985714285714286,0.208333333333333,0,0.206378401360544
"113","ABW","Aruba","2020-04-22",0.980438775510204,1,0.985714285714286,0.208333333333333,0,0.206378401360544
"114","ABW","Aruba","2020-04-23",0.980328571428571,1,0.98,0.208333333333333,0,0.207834523809524
"115","ABW","Aruba","2020-04-24",0.980438775510204,1,0.985714285714286,0.208333333333333,0,0.206378401360544
"116","ABW","Aruba","2020-04-25",0.98049387755102,1,0.988571428571429,0.208333333333333,0,0.205650340136054
"117","ABW","Aruba","2020-04-26",0.98049387755102,1,0.988571428571429,0.208333333333333,0,0.205650340136054
"118","ABW","Aruba","2020-04-27",0.980548979591837,1,0.991428571428571,0.208333333333333,0,0.204922278911565
"119","ABW","Aruba","2020-04-28",0.980548979591837,1,0.991428571428571,0.208333333333333,0,0.204922278911565
"120","ABW","Aruba","2020-04-29",0.980548979591837,1,0.991428571428571,0.208333333333333,0,0.204922278911565
"121","ABW","Aruba","2020-04-30",0.980714285714285,1,1,0.208333333333333,0,0.202738095238095
"122","ABW","Aruba","2020-05-01",0.980714285714285,1,1,0.208333333333333,0,0.202738095238095
"123","ABW","Aruba","2020-05-02",0.980714285714285,1,1,0.208333333333333,0,0.202738095238095
"124","ABW","Aruba","2020-05-03",0.980714285714285,1,1,0.208333333333333,0,0.202738095238095
"125","ABW","Aruba","2020-05-04",0.980714285714285,1,1,0.208333333333333,0,0.202738095238095
"126","ABW","Aruba","2020-05-05",0.980714285714285,1,1,0.208333333333333,0,0.202738095238095
"127","ABW","Aruba","2020-05-06",0.980714285714285,1,1,0.208333333333333,0,0.202738095238095
"128","ABW","Aruba","2020-05-07",0.980659183673469,1,0.997142857142857,0.208333333333333,0,0.203466156462585
"129","ABW","Aruba","2020-05-08",0.978510204081632,1,0.997142857142857,0.208333333333333,0,0.204003401360544
"130","ABW","Aruba","2020-05-09",0.978510204081632,1,0.997142857142857,0.208333333333333,0,0.204003401360544
"131","ABW","Aruba","2020-05-10",0.978510204081632,1,0.997142857142857,0.208333333333333,0,0.204003401360544
"132","ABW","Aruba","2020-05-11",0.958691836734694,1,0.997142857142857,0.208333333333333,0,0.208957993197279
"133","ABW","Aruba","2020-05-12",0.957259183673469,1,0.997142857142857,0.208333333333333,0,0.209316156462585
"134","ABW","Aruba","2020-05-13",0.94794693877551,1,0.997142857142857,0.208333333333333,0,0.211644217687075
"135","ABW","Aruba","2020-05-14",0.933095238095238,1,1,0.208333333333333,0,0.214642857142857
"136","ABW","Aruba","2020-05-15",0.933095238095238,1,1,0.208333333333333,0,0.214642857142857
"137","ABW","Aruba","2020-05-16",0.931904761904762,1,1,0.208333333333333,0,0.214940476190476
"138","ABW","Aruba","2020-05-17",0.93,1,1,0.208333333333333,0,0.215416666666667
"139","ABW","Aruba","2020-05-18",0.929047619047619,1,1,0.208333333333333,0,0.215654761904762
"140","ABW","Aruba","2020-05-19",0.929047619047619,1,1,0.208333333333333,0,0.215654761904762
"141","ABW","Aruba","2020-05-20",0.929047619047619,1,1,0.208333333333333,0,0.215654761904762
"142","ABW","Aruba","2020-05-21",0.929047619047619,1,1,0.208333333333333,0,0.215654761904762
"143","ABW","Aruba","2020-05-22",0.921666666666667,1,1,0.208333333333333,0,0.2175
"144","ABW","Aruba","2020-05-23",0.918571428571428,1,1,0.208333333333333,0,0.21827380952381
"145","ABW","Aruba","2020-05-24",0.918571428571428,1,1,0.208333333333333,0,0.21827380952381
"146","ABW","Aruba","2020-05-25",0.918571428571428,1,1,0.208333333333333,0,0.21827380952381
"147","ABW","Aruba","2020-05-26",0.914761904761905,1,1,0.208333333333333,0,0.219226190476191
"148","ABW","Aruba","2020-05-27",0.910952380952381,1,1,0.208333333333333,0,0.220178571428571
"149","ABW","Aruba","2020-05-28",0.890714285714286,1,1,0.208333333333333,0,0.225238095238095
"150","ABW","Aruba","2020-05-29",0.885952380952381,1,1,0.208333333333333,0,0.226428571428571
"151","ABW","Aruba","2020-05-30",0.881904761904762,1,1,0.208333333333333,0,0.227440476190476
"152","ABW","Aruba","2020-05-31",0.879761904761905,1,1,0.208333333333333,0,0.227976190476191
"153","ABW","Aruba","2020-06-01",0.859285714285714,1,1,0.208333333333333,0,0.233095238095238
"154","ABW","Aruba","2020-06-02",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"155","ABW","Aruba","2020-06-03",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"156","ABW","Aruba","2020-06-04",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"157","ABW","Aruba","2020-06-05",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"158","ABW","Aruba","2020-06-06",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"159","ABW","Aruba","2020-06-07",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"160","ABW","Aruba","2020-06-08",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"161","ABW","Aruba","2020-06-09",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"162","ABW","Aruba","2020-06-10",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"163","ABW","Aruba","2020-06-11",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"164","ABW","Aruba","2020-06-12",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"165","ABW","Aruba","2020-06-13",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"166","ABW","Aruba","2020-06-14",0.856190476190476,1,1,0.208333333333333,0,0.233869047619048
"167","ABW","Aruba","2020-06-15",0.853095238095238,1,1,0.208333333333333,0,0.234642857142857
"168","ABW","Aruba","2020-06-16",0.847380952380953,1,1,0.208333333333333,0,0.236071428571428
"169","ABW","Aruba","2020-06-17",0.843095238095238,1,1,0.208333333333333,0,0.237142857142857
"170","ABW","Aruba","2020-06-18",0.837857142857143,1,1,0.208333333333333,0,0.238452380952381
"171","ABW","Aruba","2020-06-19",0.832142857142857,1,1,0.208333333333333,0,0.239880952380952
"172","ABW","Aruba","2020-06-20",0.829047619047619,1,1,0.208333333333333,0,0.240654761904762
"173","ABW","Aruba","2020-06-21",0.806666666666666,1,1,0.208333333333333,0,0.24625
"174","ABW","Aruba","2020-06-22",0.797857142857143,1,1,0.208333333333333,0,0.248452380952381
"175","ABW","Aruba","2020-06-23",0.790952380952381,1,1,0.208333333333333,0,0.250178571428571
"176","ABW","Aruba","2020-06-24",0.783571428571429,1,1,0.208333333333333,0,0.25202380952381
"177","ABW","Aruba","2020-06-25",0.780238095238096,1,1,0.333333333333333,0,0.221607142857143
"178","ABW","Aruba","2020-06-26",0.776428571428571,1,1,0.333333333333333,0,0.222559523809524
"179","ABW","Aruba","2020-06-27",0.775714285714285,1,1,0.333333333333333,0,0.222738095238095
"180","ABW","Aruba","2020-06-28",0.775714285714285,1,1,0.333333333333333,0,0.222738095238095
"181","ABW","Aruba","2020-06-29",0.775714285714285,1,1,0.333333333333333,0,0.222738095238095
"182","ABW","Aruba","2020-06-30",0.774432653061224,1,0.994285714285714,0.333333333333333,0,0.224487074829932
"183","ABW","Aruba","2020-07-01",0.774432653061224,1,0.994285714285714,0.333333333333333,0,0.224487074829932
"184","ABW","Aruba","2020-07-02",0.774432653061224,1,0.994285714285714,0.333333333333333,0,0.224487074829932
"185","ABW","Aruba","2020-07-03",0.773791836734694,1,0.991428571428571,0.333333333333333,0,0.22536156462585
"186","ABW","Aruba","2020-07-04",0.773791836734694,1,0.991428571428572,0.333333333333333,0,0.22536156462585
"187","ABW","Aruba","2020-07-05",0.773151020408163,1,0.988571428571428,0.333333333333333,0,0.226236054421769
"188","ABW","Aruba","2020-07-06",0.773151020408163,1,0.988571428571429,0.333333333333333,0,0.226236054421769
"189","ABW","Aruba","2020-07-07",0.774432653061224,1,0.994285714285714,0.333333333333333,0,0.224487074829932
"190","ABW","Aruba","2020-07-08",0.772995918367347,1,0.994285714285714,0.333333333333333,0,0.224846258503401
"191","ABW","Aruba","2020-07-09",0.772995918367347,1,0.994285714285714,0.333333333333333,0,0.224846258503401
"192","ABW","Aruba","2020-07-10",0.772924489795918,1,0.997142857142857,0.333333333333333,0,0.224149829931973
"193","ABW","Aruba","2020-07-11",0.771491836734694,1,0.997142857142857,0.333333333333333,0,0.224507993197279
"194","ABW","Aruba","2020-07-12",0.772142857142857,1,1,0.333333333333333,0,0.223630952380952
"195","ABW","Aruba","2020-07-13",0.770952380952381,1,1,0.333333333333333,0,0.223928571428571
"196","ABW","Aruba","2020-07-14",0.769523809523809,1,1,0.333333333333333,0,0.224285714285714
"197","ABW","Aruba","2020-07-15",0.768865306122449,1,0.997142857142857,0.333333333333333,0,0.22516462585034
"198","ABW","Aruba","2020-07-16",0.768865306122449,1,0.997142857142857,0.333333333333333,0,0.22516462585034
"199","ABW","Aruba","2020-07-17",0.767308163265306,1,0.991428571428572,0.333333333333333,0,0.226982482993197
"200","ABW","Aruba","2020-07-18",0.765867346938776,1,0.991428571428571,0.333333333333333,0,0.22734268707483
"201","ABW","Aruba","2020-07-19",0.762745578231292,1,0.991428571428571,0.333333333333333,0,0.228123129251701
"202","ABW","Aruba","2020-07-20",0.756219047619047,1,0.977142857142857,0.333333333333333,0,0.233326190476191
"203","ABW","Aruba","2020-07-21",0.754857142857143,1,0.971428571428571,0.333333333333333,0,0.235095238095238
"204","ABW","Aruba","2020-07-22",0.75221156462585,1,0.968571428571429,0.333333333333333,0,0.236470918367347
"205","ABW","Aruba","2020-07-23",0.746563265306123,1,0.968571428571428,0.333333333333333,0,0.237882993197279
"206","ABW","Aruba","2020-07-24",0.744059863945578,1,0.974285714285714,0.333333333333333,0,0.237080272108844
"207","ABW","Aruba","2020-07-25",0.740163265306123,1,0.971428571428571,0.333333333333333,0,0.238768707482993
"208","ABW","Aruba","2020-07-26",0.738950340136055,1,0.968571428571429,0.333333333333333,0,0.239786224489796
"209","ABW","Aruba","2020-07-27",0.742565986394558,1,0.982857142857143,0.333333333333333,0,0.235310884353741
"210","ABW","Aruba","2020-07-28",0.744012244897959,1,0.988571428571429,0.333333333333333,0,0.23352074829932
"211","ABW","Aruba","2020-07-29",0.745458503401361,1,0.994285714285714,0.333333333333333,0,0.231730612244898
"212","ABW","Aruba","2020-07-30",0.745458503401361,1,0.994285714285714,0.333333333333333,0,0.231730612244898
"213","ABW","Aruba","2020-07-31",0.74473537414966,1,0.991428571428571,0.333333333333333,0,0.232625680272109
"214","ABW","Aruba","2020-08-01",0.74473537414966,1,0.991428571428571,0.333333333333333,0,0.232625680272109
"215","ABW","Aruba","2020-08-02",0.745219047619047,1,0.994285714285714,0.333333333333333,0,0.231790476190476
"216","ABW","Aruba","2020-08-03",0.744014965986394,1,0.991428571428571,0.333333333333333,0,0.232805782312925
"217","ABW","Aruba","2020-08-04",0.74256462585034,1,0.985714285714286,0.333333333333333,0,0.23459693877551
"218","ABW","Aruba","2020-08-05",0.743924489795918,1,0.962857142857143,0.333333333333333,0,0.239971258503401
"219","ABW","Aruba","2020-08-06",0.73254693877551,1,0.851428571428571,0.333333333333333,0.134556595560894,0.368808575662167
"220","ABW","Aruba","2020-08-07",0.684412925170068,1,0.591428571428571,0.333333333333333,0.953363971125794,0.96957961182336
"221","ABW","Aruba","2020-08-08",0.610119047619047,1,0.214285714285714,0.333333333333333,1,1
"222","ABW","Aruba","2020-08-09",0.571428571428571,1,0,0.333333333333333,1,1
"223","ABW","Aruba","2020-08-10",0.571428571428571,1,0,0.333333333333333,1,1
"224","ABW","Aruba","2020-08-11",0.571428571428571,1,0,0.333333333333333,1,1
"225","ABW","Aruba","2020-08-12",0.571428571428571,1,0,0.333333333333333,1,1
"226","ABW","Aruba","2020-08-13",0.571428571428571,1,0,0.333333333333333,1,1
"227","ABW","Aruba","2020-08-14",0.571428571428571,1,0,0.333333333333333,1,1
"228","ABW","Aruba","2020-08-15",0.571428571428571,1,0,0.333333333333333,1,1
"229","ABW","Aruba","2020-08-16",0.571428571428571,1,0,0.333333333333333,1,1
"230","ABW","Aruba","2020-08-17",0.571428571428571,1,0,0.333333333333333,1,1
"231","ABW","Aruba","2020-08-18",0.571428571428571,1,0,0.333333333333333,1,1
"232","ABW","Aruba","2020-08-19",0.571428571428571,1,0,0.333333333333333,1,1
"233","ABW","Aruba","2020-08-20",0.571428571428571,1,0,0.333333333333333,1,1
"234","ABW","Aruba","2020-08-21",0.571428571428571,1,0,0.333333333333333,1,1
"235","ABW","Aruba","2020-08-22",0.571428571428571,1,0,0.333333333333333,1,1
"236","ABW","Aruba","2020-08-23",0.571428571428571,1,0,0.333333333333333,1,1
"237","ABW","Aruba","2020-08-24",0.571428571428571,1,0,0.333333333333333,1,1
"238","ABW","Aruba","2020-08-25",0.571428571428571,1,0,0.333333333333333,1,1
"239","ABW","Aruba","2020-08-26",0.571428571428571,1,0,0.333333333333333,1,1
"240","ABW","Aruba","2020-08-27",0.571428571428571,1,0,0.333333333333333,1,1
"241","ABW","Aruba","2020-08-28",0.571428571428571,1,0,0.333333333333333,1,1
"242","ABW","Aruba","2020-08-29",0.571428571428571,1,0,0.333333333333333,1,1
"243","ABW","Aruba","2020-08-30",0.571428571428571,1,0,0.333333333333333,1,1
"244","AFG","Afghanistan","2020-01-01",0,0,NA,0,NA,1
"245","AFG","Afghanistan","2020-01-02",0,0,NA,0,NA,1
"246","AFG","Afghanistan","2020-01-03",0,0,NA,0,NA,1
"247","AFG","Afghanistan","2020-01-04",0,0,NA,0,NA,1
"248","AFG","Afghanistan","2020-01-05",0,0,NA,0,NA,1
"249","AFG","Afghanistan","2020-01-06",0,0,NA,0,NA,1
"250","AFG","Afghanistan","2020-01-07",0,0,NA,0,NA,1
"251","AFG","Afghanistan","2020-01-08",0,0,1,0,0,0.75
"252","AFG","Afghanistan","2020-01-09",0,0,1,0,0,0.75
"253","AFG","Afghanistan","2020-01-10",0,0,1,0,0,0.75
"254","AFG","Afghanistan","2020-01-11",0,0,1,0,0,0.75
"255","AFG","Afghanistan","2020-01-12",0,0,1,0,0,0.75
"256","AFG","Afghanistan","2020-01-13",0,0,1,0,0,0.75
"257","AFG","Afghanistan","2020-01-14",0,0,1,0,0,0.75
"258","AFG","Afghanistan","2020-01-15",0,0,1,0,0,0.75
"259","AFG","Afghanistan","2020-01-16",0,0,1,0,0,0.75
"260","AFG","Afghanistan","2020-01-17",0,0,1,0,0,0.75
"261","AFG","Afghanistan","2020-01-18",0,0,1,0,0,0.75
"262","AFG","Afghanistan","2020-01-19",0,0,1,0,0,0.75
"263","AFG","Afghanistan","2020-01-20",0,0,1,0,0,0.75
"264","AFG","Afghanistan","2020-01-21",0,0,1,0,0,0.75
"265","AFG","Afghanistan","2020-01-22",0,0,1,0,0,0.75
"266","AFG","Afghanistan","2020-01-23",0,0,1,0,0,0.75
"267","AFG","Afghanistan","2020-01-24",0,0,1,0,0,0.75
"268","AFG","Afghanistan","2020-01-25",0,0,1,0,0,0.75
"269","AFG","Afghanistan","2020-01-26",0,0,1,0,0,0.75
"270","AFG","Afghanistan","2020-01-27",0,0,1,0,0,0.75
"271","AFG","Afghanistan","2020-01-28",0,0,1,0,0,0.75
"272","AFG","Afghanistan","2020-01-29",0,0,1,0,0,0.75
"273","AFG","Afghanistan","2020-01-30",0,0,1,0,0,0.75
"274","AFG","Afghanistan","2020-01-31",0,0,1,0,0,0.75
"275","AFG","Afghanistan","2020-02-01",0,0,1,0,0,0.75
"276","AFG","Afghanistan","2020-02-02",0,0,1,0,0,0.75
"277","AFG","Afghanistan","2020-02-03",0,0,1,0,0,0.75
"278","AFG","Afghanistan","2020-02-04",0,0,1,0,0,0.75
"279","AFG","Afghanistan","2020-02-05",0,0,1,0,0,0.75
"280","AFG","Afghanistan","2020-02-06",0,0,1,0,0,0.75
"281","AFG","Afghanistan","2020-02-07",0,0,1,0,0,0.75
"282","AFG","Afghanistan","2020-02-08",0,0,1,0,0,0.75
"283","AFG","Afghanistan","2020-02-09",0,0,1,0,0,0.75
"284","AFG","Afghanistan","2020-02-10",0,0,1,0,0,0.75
"285","AFG","Afghanistan","2020-02-11",0,0,1,0,0,0.75
"286","AFG","Afghanistan","2020-02-12",0,0,1,0,0,0.75
"287","AFG","Afghanistan","2020-02-13",0,0,1,0,0,0.75
"288","AFG","Afghanistan","2020-02-14",0,0,1,0,0,0.75
"289","AFG","Afghanistan","2020-02-15",0,0,1,0,0,0.75
"290","AFG","Afghanistan","2020-02-16",0,0,1,0,0,0.75
"291","AFG","Afghanistan","2020-02-17",0,0,1,0,0,0.75
"292","AFG","Afghanistan","2020-02-18",0,0,1,0,0,0.75
"293","AFG","Afghanistan","2020-02-19",0,0,1,0,0,0.75
"294","AFG","Afghanistan","2020-02-20",0,0,1,0,0,0.75
"295","AFG","Afghanistan","2020-02-21",0,0,1,0,0,0.75
"296","AFG","Afghanistan","2020-02-22",0,0,1,0,0,0.75
"297","AFG","Afghanistan","2020-02-23",0,1,1,0.125,0,0.46875
"298","AFG","Afghanistan","2020-02-24",0,1,1,0.208333333333333,0,0.447916666666667
"299","AFG","Afghanistan","2020-02-25",0,1,0.997142857142857,0.208333333333333,0,0.448630952380952
"300","AFG","Afghanistan","2020-02-26",0,1,0.997142857142857,0.208333333333333,0,0.448630952380952
"301","AFG","Afghanistan","2020-02-27",0,1,0.997142857142857,0.208333333333333,0,0.448630952380952
"302","AFG","Afghanistan","2020-02-28",0,1,0.997142857142857,0.208333333333333,0,0.448630952380952
"303","AFG","Afghanistan","2020-02-29",0,1,0.997142857142857,0.208333333333333,0,0.448630952380952
"304","AFG","Afghanistan","2020-03-01",0.589067346938775,1,0.997142857142857,0.208333333333333,0,0.301364115646259
"305","AFG","Afghanistan","2020-03-02",0.589067346938775,1,0.997142857142857,0.208333333333333,0,0.301364115646259
"306","AFG","Afghanistan","2020-03-03",0.590238095238095,1,1,0.208333333333333,0,0.300357142857143
"307","AFG","Afghanistan","2020-03-04",0.590238095238095,1,1,0.208333333333333,0,0.300357142857143
"308","AFG","Afghanistan","2020-03-05",0.590238095238095,1,1,0.208333333333333,0,0.300357142857143
"309","AFG","Afghanistan","2020-03-06",0.59095238095238,1,1,0.208333333333333,0,0.300178571428572
"310","AFG","Afghanistan","2020-03-07",0.59238095238095,1,1,0.208333333333333,0,0.299821428571429
"311","AFG","Afghanistan","2020-03-08",0.580152380952379,1,0.97,0.208333333333333,0,0.310378571428572
"312","AFG","Afghanistan","2020-03-09",0.58285,1,0.97,0.208333333333333,0,0.309704166666667
"313","AFG","Afghanistan","2020-03-10",0.595714285714285,1,1,0.208333333333333,0,0.298988095238095
"314","AFG","Afghanistan","2020-03-11",0.583585714285713,1,0.97,0.208333333333333,0,0.309520238095238
"315","AFG","Afghanistan","2020-03-12",0.597142857142855,1,1,0.208333333333333,0,0.298630952380953
