"","CountryName","CountryCode","Date","region","PolicyType","PolicyCode","previous_PolicyCode","Notes"
"18","Afghanistan","AFG",2021-10-18,"South_Asia","H7: Vaccination policy","1G","1G","According to WHO As ofÂ 17 October 2021, a total ofÂ 2,566,925Â vaccine dosesÂ have been administered (less than 3.5% of the population)    https://web.archive.org/web/20211023204259/https://covid19.who.int/region/emro/country/af"
"19","Afghanistan","AFG",2021-10-18,"South_Asia","H8: Protection of elderly people","0","0","no data found"
"20","Bangladesh","BGD",2021-10-26,"South_Asia","C1: School closing","0","0","Offices, factories, and educational institutions can open with protocols in place.  https://web.archive.org/web/20211108123316/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"21","Bangladesh","BGD",2021-10-26,"South_Asia","C2: Workplace closing","0","0","Offices, factories, and educational institutions can open with protocols in place.  https://web.archive.org/web/20211108123316/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"22","Bangladesh","BGD",2021-10-26,"South_Asia","C3: Cancel public events","1G","2G","Several public facilities, including shopping malls, can open from 10:00-20:00 daily.  https://web.archive.org/web/20211108123316/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"23","Bangladesh","BGD",2021-10-26,"South_Asia","C4: Restrictions on gatherings","0","4G","There are restrictions on indoor gatherings, but no clear cut-off points is mentioned. There is also no information on restrictions for outdoor gatherings.  ""Several public facilities, including shopping malls, can open from 10:00-20:00 daily. Hotels and dining-in services at food establishments can operate from 08:00-22:00 at half the seating capacity.""  https://web.archive.org/web/20211108123316/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"24","Bangladesh","BGD",2021-10-26,"South_Asia","C5: Close public transport","0","0","Public transport can operate at full capacity, though road transport companies must limit their vehicles to running at half their schedule.  https://web.archive.org/web/20211108123316/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"25","Bangladesh","BGD",2021-10-26,"South_Asia","C6: Stay at home requirements","1G","2G","There do not seem to be any restrictions in place however, people are advised to avoid mass gatherings and follow COVID safety measures as there is a surge in cases.  https://web.archive.org/web/20211108125153/https://www.dhakatribune.com/bangladesh/2021/11/04/experts-urge-caution-as-bangladesh-braces-for-covid-s-winter-wave"
"26","Bangladesh","BGD",2021-10-26,"South_Asia","C7: Restrictions on internal movement","0","0","Public transport is operating with no restrictions.  https://web.archive.org/web/20211108123316/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"27","Bangladesh","BGD",2021-10-19,"South_Asia","C8: International travel controls","2","3","Officials have eased COVID-19-related quarantine requirements for vaccinated international arrivals from most locations as of Oct. 25. Vaccinated arrivals from Armenia, Bulgaria, Estonia, Georgia, Latvia, Lithuania, Moldova, Mongolia, Palestine, Romania, Serbia, Slovenia, and Ukraine must quarantine at their residence for seven days, while unvaccinated entrants from these locations must quarantine at a designated facility for seven days at their own expense. Vaccinated arrivals from all other locations no longer have to quarantine, while unvaccinated entrants must quarantine at their residence for 14 days. Symptomatic arrivals from any location or with any vaccination status must isolate at a designated facility.  https://web.archive.org/web/20211025133025/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"28","Bangladesh","BGD",2021-10-26,"South_Asia","C8: International travel controls","1","2","All departing and arriving passengers must provide a negative RT-PCR test obtained within 72 hours before departure.  https://web.archive.org/web/20211108123316/https://www.garda.com/crisis24/news-alerts/538041/bangladesh-authorities-lift-quarantine-requirements-for-vaccinated-international-arrivals-from-most-locations-as-of-oct-25-update-60"
"29","Bangladesh","BGD",2021-10-26,"South_Asia","E1: Income support","0","0","No change in policy.  https://web.archive.org/web/20211011170312/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#B"
"30","Bangladesh","BGD",2021-10-26,"South_Asia","E2: Debt/contract relief","2","2","No change in policy.  https://web.archive.org/web/20211011170312/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#B"
"31","Bangladesh","BGD",2021-10-26,"South_Asia","H1: Public information campaigns","2G","2G","COVID-specific information is available to the public through the Institute of Epidemiology, Disease Control and Research.   https://web.archive.org/web/20211108132146/https://iedcr.gov.bd/covid-19/covid-19-general-information"
"32","Bangladesh","BGD",2021-10-26,"South_Asia","H2: Testing policy","3","3","PCR tests are widely available.  https://web.archive.org/web/20211108132146/https://iedcr.gov.bd/covid-19/covid-19-general-information  https://web.archive.org/web/20211108132242/https://bd.usembassy.gov/covid-19-information/"
"33","Bangladesh","BGD",2021-11-01,"South_Asia","H7: Vaccination policy","5G","4G","[2 November 2021] Bangladesh's capital Dhaka has started to administer COVID-19 vaccination to school children aged 12 to 17, on 1st November 2021.  https://web.archive.org/web/20211108121550/https://www.republicworld.com/world-news/rest-of-the-world-news/bangladesh-covid-vaccination-camp-for-school-children-aged-12-17-years-starts-in-dhaka.html  https://web.archive.org/web/20211108121744/https://www.dhakatribune.com/bangladesh/2021/11/07/bangladesh-setting-up-more-vaccination-centres-for-school-children"
"34","Bhutan","BTN",2021-10-26,"South_Asia","C1: School closing","2G","2T","http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"35","Bhutan","BTN",2021-10-26,"South_Asia","C2: Workplace closing","1G","2G","Domestic RestrictionsEntertainment centers, like cinema halls, karaoke centers, pubs, and nightclubs, can operate at half the capacity or a maximum of 50 people until 22:00 nightly. Gatherings of up to 25 people can occur, provided organizers obtain advance approval from authorities. The use of facemasks is compulsory in public places.  http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"36","Bhutan","BTN",2021-10-26,"South_Asia","C3: Cancel public events","1G","1G","Domestic RestrictionsEntertainment centers, like cinema halls, karaoke centers, pubs, and nightclubs, can operate at half the capacity or a maximum of 50 people until 22:00 nightly. Gatherings of up to 25 people can occur, provided organizers obtain advance approval from authorities. The use of facemasks is compulsory in public places.  http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"37","Bhutan","BTN",2021-10-26,"South_Asia","C4: Restrictions on gatherings","3G","3G","Domestic RestrictionsEntertainment centers, like cinema halls, karaoke centers, pubs, and nightclubs, can operate at half the capacity or a maximum of 50 people until 22:00 nightly. Gatherings of up to 25 people can occur, provided organizers obtain advance approval from authorities. The use of facemasks is compulsory in public places.  http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"38","Bhutan","BTN",2021-10-26,"South_Asia","C5: Close public transport","0","1G","http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"39","Bhutan","BTN",2021-10-26,"South_Asia","C6: Stay at home requirements","0","1G","http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"40","Bhutan","BTN",2021-10-26,"South_Asia","C7: Restrictions on internal movement","1G","1G","Inter-district travelers must register via the Check Post Management System. Authorities continue to require people who travel from high-risk to low-risk areas to quarantine for seven days.  http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"41","Bhutan","BTN",2021-10-26,"South_Asia","C8: International travel controls","2","3","http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"42","Bhutan","BTN",2021-10-26,"South_Asia","E1: Income support","1G","1G","https://web.archive.org/web/20211012010156/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
"43","Bhutan","BTN",2021-10-26,"South_Asia","E2: Debt/contract relief","2","2","https://web.archive.org/web/20211012010156/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
"44","Bhutan","BTN",2021-10-26,"South_Asia","H1: Public information campaigns","2G","2G","Coordinated Campaign  https://web.archive.org/web/20210830174337/https://www.gov.bt/covid19/notification-nc19tf/  https://web.archive.org/web/20210809173709/http://www.moh.gov.bt/five-on-friday-4/  https://web.archive.org/web/20210809105626/https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css"
"45","Bhutan","BTN",2021-10-26,"South_Asia","H2: Testing policy","3","3","http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35  http://web.archive.org/web/20211108152822/https://www.garda.com/crisis24/news-alerts/541111/southeast-asia-covid-19-activity-continues-in-the-region-through-november-update-13"
"46","Bhutan","BTN",2021-10-26,"South_Asia","H3: Contact tracing","2","2","http://web.archive.org/web/20211108152822/https://www.garda.com/crisis24/news-alerts/541111/southeast-asia-covid-19-activity-continues-in-the-region-through-november-update-13  http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"47","Bhutan","BTN",2021-10-26,"South_Asia","H6: Facial Coverings","3G","3G","The use of facemasks is compulsory in public places.  http://web.archive.org/web/20211108152636/https://www.garda.com/crisis24/news-alerts/540001/bhutan-authorities-continuing-to-enforce-covid-19-restrictions-nationwide-as-of-oct-29-update-35"
"48","Bhutan","BTN",2021-10-26,"South_Asia","H7: Vaccination policy","5G","5G","https://web.archive.org/web/20211011212146/http:/www.bbs.bt/news/?p=158475  https://web.archive.org/web/20211011212606/http:/www.bbs.bt/news/?p=157465  https://web.archive.org/web/20211011214626/https:/www.unicef.org/rosa/press-releases/bhutan-receives-500000-doses-covid-19-vaccines-through-covax  http://web.archive.org/web/20211025182532/https://www.gov.bt/covid19/06-09-21-%F0%9D%90%88%F0%9D%90%A6%F0%9D%90%A9%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%AD%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%AD-%F0%9D%90%A7%F0%9D%90%A8%F0%9D%90%AD%F0%9D%90%A2%F0%9D%90%9C%F0%9D%90%9E/"
"49","Bhutan","BTN",2021-10-26,"South_Asia","H8: Protection of elderly people","1G","1G","http://web.archive.org/web/20211108152822/https://www.garda.com/crisis24/news-alerts/541111/southeast-asia-covid-19-activity-continues-in-the-region-through-november-update-13"
"50","India","IND",2021-10-18,"South_Asia","C1: School closing","2T","2T","Lower grades are still closed in a number of states.   https://archive.vn/c55fi  https://archive.vn/DL4Fl  https://archive.vn/tbdhG"
"51","India","IND",2021-10-25,"South_Asia","C1: School closing","2T","2T","The code continues from last entry. Some states continue to close schools for lower grades but slow reopening is observed across all states (phased by grade level). Maharashtra is the main one that continues to offer online schooling for lower grades.   Note: teachers need to be vaccinated in some states.   https://archive.vn/5tobU  https://archive.vn/IX2OD"
"52","India","IND",2021-11-09,"South_Asia","C1: School closing","0","2T","Schools have reopened across the country in recent weeks. Coding this dominant tendency across states. https://archive.vn/KDBlV    Latest -- Odisha. https://archive.vn/8SCBk  Karnataka -- https://archive.vn/wgnIz  Bengal appears the only state with restrictions, also only for select grades.   https://archive.vn/zyB1n"
"53","India","IND",2021-10-18,"South_Asia","C2: Workplace closing","1T","2T","There is very little information about workplace closures in India. The latest information is about movie theatres in Maharashtra reopening to 50% capacity. Coding based on reduced capacity requirements.  https://archive.vn/ijFGZ"
"54","India","IND",2021-10-25,"South_Asia","C2: Workplace closing","1T","1T","There is very little information about workplace closures in India. The latest information is about movie theatres in Maharashtra reopening to 50% capacity. Coding based on reduced capacity requirements.  https://archive.vn/ijFGZ"
"55","India","IND",2021-11-08,"South_Asia","C2: Workplace closing","1T","1T","There is very little information about workplace closures in India. The latest information is about movie theatres in Maharashtra reopening to 50% capacity. Coding based on reduced capacity requirements.  https://archive.vn/ijFGZ"
"56","India","IND",2021-10-18,"South_Asia","C3: Cancel public events","2T","2T","Main resource: https://archive.vn/TFh9u    Some states continue to extend lockdowns especially amid upcoming religious events  Puducherry lockdown extension until 31 Oct https://archive.vn/fidMN  Rajasthan allowing religious events, night curfew continues: https://archive.vn/nkMNZ  Maharashtra allows religious places to open: https://archive.vn/F6G0t"
"57","India","IND",2021-10-25,"South_Asia","C3: Cancel public events","1T","2T","Gujarat imposes limit of 400 on new years gatherings and other religious celebrations. Most other states require strict adherence to SOP issued earlier this year by central government. Recommended cancelling all events that cannot conform to these standards.   https://archive.vn/ogXz  https://archive.vn/7X9Cb  https://archive.vn/b8NEX"
"58","India","IND",2021-11-08,"South_Asia","C3: Cancel public events","1T","1T","Gujarat imposes limit of 400 on new years gatherings and other religious celebrations. Most other states require strict adherence to SOP issued earlier this year by central government. Recommended cancelling all events that cannot conform to these standards.   https://archive.vn/yubxA  https://archive.vn/ogXz  https://archive.vn/7X9Cb  https://archive.vn/b8NEX"
"59","India","IND",2021-10-18,"South_Asia","C4: Restrictions on gatherings","2T","2T","Main resource: https://archive.vn/TFh9u    Some states continue to extend lockdowns especially amid upcoming religious events  Puducherry lockdown extension until 31 Oct https://archive.vn/fidMN  Rajasthan allowing religious events, night curfew continues: https://archive.vn/nkMNZ  Maharashtra allows religious places to open: https://archive.vn/F6G0t"
"60","India","IND",2021-10-25,"South_Asia","C4: Restrictions on gatherings","2T","2T","Gujarat imposes limit of 400 on new years gatherings and other religious celebrations. Most other states require strict adherence to SOP issued earlier this year by central government.   https://archive.vn/ogXz  https://archive.vn/7X9Cb  https://archive.vn/b8NEX"
"61","India","IND",2021-11-08,"South_Asia","C4: Restrictions on gatherings","2T","2T","Gujarat imposes limit of 400 on new years gatherings and other religious celebrations. Most other states require strict adherence to SOP issued earlier this year by central government. Recommended cancelling all events that cannot conform to these standards.   Goa prohibits all large gatherings.   https://archive.vn/yubxA  https://archive.vn/ogXz  https://archive.vn/7X9Cb  https://archive.vn/b8NEX"
"62","India","IND",2021-10-25,"South_Asia","C5: Close public transport","0","0","No information is being published on public transport closures across any state."
"63","India","IND",2021-11-08,"South_Asia","C5: Close public transport","0","0","Public transport back to being operational with vaccine requirements  Maharashtra: ""Passengers, including frontline and essential workers, must be fully vaccinated to board local trains in Mumbai. ""  https://archive.vn/yubxA"
"64","India","IND",2021-10-18,"South_Asia","C6: Stay at home requirements","2T","2T","Main resource: https://archive.vn/TFh9u    Some states continue to extend lockdowns especially amid upcoming religious events  Puducherry lockdown extension until 31 Oct https://archive.vn/fidMN  Rajasthan allowing religious events, night curfew continues: https://archive.vn/nkMNZ  Maharashtra allows religious places to open: https://archive.vn/F6G0t"
"65","India","IND",2021-10-25,"South_Asia","C6: Stay at home requirements","2T","2T","Lockdown in Srinagar https://archive.vn/t2h7t  Lockdown lifted in Karnataka, Odisha, Gujarat  https://archive.vn/logXz  https://archive.vn/b8NEX  Night curfews are in place in most states."
"66","India","IND",2021-11-08,"South_Asia","C6: Stay at home requirements","2T","2T","Tamil Nadu state goes into lockdown until Nov 30 https://archive.vn/Gd1uq  The rest of the country is operating with curfews (eg Gujarat ""Officials are enforcing a nightly 01:00-05:00 curfew in Ahmedabad, Bhavnagar, Gandhinagar, Jamnagar, Junagadh, Rajkot, Surat, and Vadodara."" -- https://archive.vn/yubxA)."
"67","India","IND",2021-10-18,"South_Asia","C7: Restrictions on internal movement","2T","2T","Some states require proof of negative RTPCR for travelers from certain states.   https://archive.vn/WTZv6  https://archive.vn/TFh9u"
"68","India","IND",2021-10-25,"South_Asia","C7: Restrictions on internal movement","2T","2T","Some states require proof of negative RTPCR for travelers from certain states.   https://archive.vn/UZe8M  https://archive.vn/WTZv6  https://archive.vn/TFh9u"
"69","India","IND",2021-11-08,"South_Asia","C7: Restrictions on internal movement","2T","2T","Test requirements for domestic travel across most states. Latest updates on 13 Nov 2021.  https://archive.vn/Yotyc"
"70","India","IND",2021-10-18,"South_Asia","C8: International travel controls","2","2","International tourist travel to the country has finally recommenced. Self monitored 14 day quarantine required for all arrivals (although is likely to be loosely enforced, if at all). Mandatory 8 day quarantine with 8th day PCT test for nationals from certain countries.     https://archive.vn/xVZJv  https://archive.vn/NSDYg"
"71","India","IND",2021-10-25,"South_Asia","C8: International travel controls","2","2","International tourist travel to the country has finally recommenced. Self monitored 14 day quarantine required for all arrivals (although is likely to be loosely enforced, if at all). Mandatory 8 day quarantine with 8th day PCT test for nationals from certain countries.   Regular air travel expected to commence from 30 November.     https://archive.vn/xVZJv  https://archive.vn/NSDYg"
"72","India","IND",2021-11-08,"South_Asia","C8: International travel controls","2","2","International tourist travel to the country has finally recommenced. Only charter flights and air bubble flights are presently operating. Self monitored 14 day quarantine required for all arrivals (although is likely loosely enforced). Mandatory 8 day quarantine with 8th day PCT test for nationals from certain countries.   Regular air travel expected to commence from 30 November.     https://archive.vn/xVZJv  https://archive.vn/NSDYg"
"73","India","IND",2021-10-18,"South_Asia","H1: Public information campaigns","2G","2G","Central government policies and COVID related guidance regularly updated on a dedicated website.   https://archive.vn/vsObP"
"74","India","IND",2021-10-25,"South_Asia","H1: Public information campaigns","2G","2G","Central government policies and COVID related guidance regularly updated on a dedicated website.   https://archive.vn/vsObP"
"75","India","IND",2021-11-09,"South_Asia","H1: Public information campaigns","2G","2G","Central government policies and COVID related guidance regularly updated on a dedicated website.   https://archive.vn/vsObP"
"76","India","IND",2021-10-18,"South_Asia","H2: Testing policy","2","2","https://archive.vn/fXVwJ  In designated containment zones, anyone symptomatic is offered an RTPCR. In other scenarios, the use of RAT is recommended.   ""RTPCR test must not be repeated in any individual who has tested positive once either by RAT or  RTPCR""  ""Measures to improve access and availability of testing:  Rapid antigen tests (RATs) were recommended in India for COVID-19 testing in June 2020. However, the  use of these tests is currently limited to containment zones and health care settings. """
"77","India","IND",2021-10-25,"South_Asia","H2: Testing policy","2","2","https://archive.vn/fXVwJ  In designated containment zones, anyone symptomatic is offered an RTPCR. In other scenarios, the use of RAT is recommended.   ""RTPCR test must not be repeated in any individual who has tested positive once either by RAT or  RTPCR""  ""Measures to improve access and availability of testing:  Rapid antigen tests (RATs) were recommended in India for COVID-19 testing in June 2020. However, the  use of these tests is currently limited to containment zones and health care settings. """
"78","India","IND",2021-11-09,"South_Asia","H2: Testing policy","2","2","https://archive.vn/fXVwJ  In designated containment zones, anyone symptomatic is offered an RTPCR. In other scenarios, the use of RAT is recommended.   ""RTPCR test must not be repeated in any individual who has tested positive once either by RAT or  RTPCR""  ""Measures to improve access and availability of testing:  Rapid antigen tests (RATs) were recommended in India for COVID-19 testing in June 2020. However, the  use of these tests is currently limited to containment zones and health care settings. """
"79","India","IND",2021-10-18,"South_Asia","H3: Contact tracing","1","1","https://archive.vn/fXVwJ  Aarogya Setu app use encouraged but not enforced. Comprehensive contact tracing only conducted in containment zones."
"80","India","IND",2021-10-25,"South_Asia","H3: Contact tracing","1","1","https://archive.vn/fXVwJ  Aarogya Setu app use encouraged but not enforced. Comprehensive contact tracing only conducted in containment zones."
"81","India","IND",2021-11-09,"South_Asia","H3: Contact tracing","1","1","https://archive.vn/fXVwJ  Aarogya Setu app use encouraged but not enforced. Comprehensive contact tracing only conducted in containment zones."
"82","India","IND",2021-10-18,"South_Asia","H6: Facial Coverings","4G","4G","Mask mandates still in place, required at all times outside the home   https://archive.vn/NJfFN"
"83","India","IND",2021-10-25,"South_Asia","H6: Facial Coverings","4G","4G","Mask mandates still in place, required at all times outside the home   https://archive.vn/NJfFN"
"84","India","IND",2021-11-09,"South_Asia","H6: Facial Coverings","4G","4G","Mask mandates still in place, required at all times outside the home   https://archive.vn/NJfFN"
"85","India","IND",2021-10-18,"South_Asia","H7: Vaccination policy","5G","5G","Supply issues previously reported seem to have eased, universal administration of vaccine to all those eligible (above 18 years of age)  https://archive.vn/QigWB    Covishield (a version of the OxfordâAstraZeneca vaccine manufactured by the Serum Institute of India)   Covaxin (developed by Bharat Biotech)  Sputnik V (procured by Dr. Reddy's Labs from Russia; still being piloted in select cities and localities)    Note: while Moderna has been approved, there are no recorded instances of its deployment just yet.  Note: India just approved a DNA vaccine, acceptable for use for ages 12 and up https://archive.vn/l3Eka"
"86","India","IND",2021-10-25,"South_Asia","H7: Vaccination policy","5G","5G","Supply issues previously reported seem to have eased, universal administration of vaccine to all those eligible (above 18 years of age)  https://archive.vn/QigWB    Covishield (a version of the OxfordâAstraZeneca vaccine manufactured by the Serum Institute of India)   Covaxin (developed by Bharat Biotech)  Sputnik V (procured by Dr. Reddy's Labs from Russia; still being piloted in select cities and localities)    Note: while Moderna has been approved, there are no recorded instances of its deployment just yet.  Note: India just approved a DNA vaccine, acceptable for use for ages 12 and up https://archive.vn/l3Eka"
"87","India","IND",2021-11-09,"South_Asia","H7: Vaccination policy","5G","5G","Universal administration of vaccine to all those eligible (above 18 years of age)  https://archive.vn/QigWB    Covishield (a version of the OxfordâAstraZeneca vaccine manufactured by the Serum Institute of India)   Covaxin (developed by Bharat Biotech)  Sputnik V (procured by Dr. Reddy's Labs from Russia; still being piloted in select cities and localities)    Note: while Moderna has been approved, there are no recorded instances of its deployment just yet.  Note: India just approved a DNA vaccine, acceptable for use for ages 12 and up https://archive.vn/l3Eka"
"88","India","IND",2021-10-18,"South_Asia","H8: Protection of elderly people","3T","3T","Carried over from C6"
"89","India","IND",2021-10-25,"South_Asia","H8: Protection of elderly people","3T","3T","Carried over from C6"
"90","India","IND",2021-11-09,"South_Asia","H8: Protection of elderly people","3T","3T","Carried over from C6"
"91","Sri Lanka","LKA",2021-10-19,"South_Asia","C1: School closing","0","0","No changes in policy"
