"","CountryName","CountryCode","Date","region","PolicyType","PolicyCode","previous_PolicyCode","Notes"
"14","Australia","AUS",2022-02-13,"East_Asia_Pacific","H8: Protection of elderly people","1G","1G","No new policies. National policy outlines recommended guidelines to protect the elderly along a three tiered system. The visitation restrictions and guidelines for residential aged care facilities follow social distancing, vaccination and COVID screening norms. It is up to providers to manage and mitigate COVID-19 risks to aged care residents, including the risks that isolation poses to their physical, social and emotional wellbeing. Face-to-face get togethers between residents, family members and friends should be facilitated where they can be undertaken safely and are permitted under public health orders. Residents of an aged care facility have the right to choose to have vaccinations or not.      https://web.archive.org/web/20220129111557/https://www.health.gov.au/node/18602/coronavirus-covid-19-advice-for-people-in-residential-aged-care-facilities-and-visitors  https://web.archive.org/web/20220129111557/https://www.agedcarequality.gov.au/sites/default/files/media/letter-commissioner-residential-approved-providers-being-prepared-for-covid-19-outbreak-22-december-2021.pdf  https://web.archive.org/web/20210415104420/https://www.health.gov.au/sites/default/files/documents/2020/11/coronavirus-covid-19-national-aged-care-guidance-escalation-tiers-and-aged-care-provider-responses.pdf"
"15","Australia","AUS",2022-02-10,"East_Asia_Pacific","V1: Vaccine Prioritisation","-3","-3","No new policy. Continued from 13 September 2021, everyone in Australia aged 12 years and over is eligible for a free COVID-19 vaccination.     It appears that starting on the 8th of November people over 18 will be eligible for a booster shot (6 months after their completion of the second dosis).    https://web.archive.org/web/20211201170746/https://www.health.gov.au/initiatives-and-programs/covid-19-vaccines/getting-your-vaccination/booster-doses    https://web.archive.org/web/20210916120513/https://www.health.gov.au/initiatives-and-programs/covid-19-vaccines/getting-vaccinated-for-covid-19/when-will-i-get-a-covid-19-vaccine    https://web.archive.org/web/20211004191741/https://www.health.gov.au/initiatives-and-programs/covid-19-vaccines/who-can-get-vaccinated"
"16","Australia","AUS",2022-02-13,"East_Asia_Pacific","V1: Vaccine Prioritisation","-3","-3","No new policy. Continued from 13 September 2021, everyone in Australia aged 12 years and over is eligible for a free COVID-19 vaccination.     It appears that starting on the 8th of November people over 18 will be eligible for a booster shot (6 months after their completion of the second dosis).    https://web.archive.org/web/20211201170746/https://www.health.gov.au/initiatives-and-programs/covid-19-vaccines/getting-your-vaccination/booster-doses    https://web.archive.org/web/20210916120513/https://www.health.gov.au/initiatives-and-programs/covid-19-vaccines/getting-vaccinated-for-covid-19/when-will-i-get-a-covid-19-vaccine    https://web.archive.org/web/20211004191741/https://www.health.gov.au/initiatives-and-programs/covid-19-vaccines/who-can-get-vaccinated"
"17","Australia","AUS",2022-02-10,"East_Asia_Pacific","V2: Vaccine Availability","20927","20681",NA
"18","Australia","AUS",2022-02-13,"East_Asia_Pacific","V2: Vaccine Availability","21938","20927",NA
"19","Australia","AUS",2022-02-19,"East_Asia_Pacific","V2: Vaccine Availability","22706","21938",NA
"20","Australia","AUS",2022-02-23,"East_Asia_Pacific","V2: Vaccine Availability","22995","22706",NA
"21","Australia","AUS",2022-02-26,"East_Asia_Pacific","V2: Vaccine Availability","23941","22995",NA
"22","Australia","AUS",2022-03-05,"East_Asia_Pacific","V2: Vaccine Availability","25000","23941",NA
"23","Australia","AUS",2022-02-10,"East_Asia_Pacific","V3: Vaccine Financial Support","20927","20681",NA
"24","Australia","AUS",2022-02-13,"East_Asia_Pacific","V3: Vaccine Financial Support","21938","20927",NA
"25","Australia","AUS",2022-02-19,"East_Asia_Pacific","V3: Vaccine Financial Support","22706","21938",NA
"26","Australia","AUS",2022-02-23,"East_Asia_Pacific","V3: Vaccine Financial Support","22995","22706",NA
"27","Australia","AUS",2022-02-26,"East_Asia_Pacific","V3: Vaccine Financial Support","23941","22995",NA
"28","Australia","AUS",2022-03-05,"East_Asia_Pacific","V3: Vaccine Financial Support","25000","23941",NA
"29","Australia","AUS",2022-02-10,"East_Asia_Pacific","V4: Mandatory Vaccination","20927","20681",NA
"30","Australia","AUS",2022-02-13,"East_Asia_Pacific","V4: Mandatory Vaccination","21938","20927",NA
"31","Australia","AUS",2022-02-19,"East_Asia_Pacific","V4: Mandatory Vaccination","22706","21938",NA
"32","Australia","AUS",2022-02-23,"East_Asia_Pacific","V4: Mandatory Vaccination","22995","22706",NA
"33","Australia","AUS",2022-02-26,"East_Asia_Pacific","V4: Mandatory Vaccination","23941","22995",NA
"34","Australia","AUS",2022-03-05,"East_Asia_Pacific","V4: Mandatory Vaccination","25000","23941",NA
"35","Brunei","BRN",2022-02-14,"East_Asia_Pacific","C1: School closing","3G","3G","Phase 2 of reintroducing in-person learning for Bruneian students has commenced on January 17, 2022.    Originally,  ""The first phase will begin on January 3, 2022.     The minister explained that in-person teaching and learning for secondary students in Year 10 and Year 11 will be conducted five times a week, including special needs students from Priority Level 1 and 2. Whereas those in Priority Level 3 will only have to attend their physical classes once a week.     For Year 12 and 13 students, as well as Priority Level 1 and 2, and special need students will also undergo face-to-face teaching and learning five times a week, while once a week in-person classes for Priority Level 3 students.     âMeanwhile, teaching and learning for the remaining students will be made via online or Home Learning Pack (HLP). The first phase is planned to be carried out for at least two weeks whereby the transition towards the second phase depending if there is no increase in the spread of serious cases of infections among the students, teachers and staff as well as on the advice of the COVID-19 Steering Committeeâ, the minister explained.     The minister shared that the second phase is expected to begin on January 17, 2022. However, its implementation will depend on the current Covid-19 situation as well.     In the second phase, said the minister, in-person lessons will be carried out five times a week for students who have completed two doses of COVID-19 vaccines and the increased school capacity from 40 to 100 per cent. This is to be implemented for secondary school students from Year 7 to 11, including special need students in Priority Level 1 and 2. Those in Priority Level 3 will have to attend their physical classes thrice a week, and Year 12 and 13 students, including special needs in Priority Level 1 and 2. Classes for special needs students in Priority Level 3 will be carried out thrice a week.     Lessons for students aged 5 to 11 who have yet to receive their vaccination will continue via online and HLP.     âStudents who continue to have difficulties with online learning will be continued to be supported by the school through the provision of HLPâ, the minister stated. ""    Additionally, from the frst Scoop report,   ""Only fully vaccinated teachers and students can return to primary and secondary schools, sixth form centres and higher education institutions.    Some 98 percent of teachers are fully jabbed while 80 percent of students aged 12-17 have received two vaccine doses, according to education ministry figures.    All double-vaxxed students, teachers and non-teaching staff are still required to undergo antigen rapid tests once a week in the first stage of school reopening.""    â    ""Toddlers aged 3 to 4 can head back to kindergartens from January 17, the education minister said Wednesday.    Joining the COVID-19 news conference, Dato Hj Hamzah Hj Sulaiman said in-person lessons will be allowed for preschoolers five times a week, but attendance at kindergartens is capped at 30 percent.    To ensure the safety of preschoolers who are not authorised to receive the vaccine against COVID, only kindergartens that meet health requirements can reopen.    Kindergarten pupils will also be required to wear face masks and undergo antigen rapid tests once a week, with only those producing negative results permitted to attend in-person classes.    The minister said parents and guardians of the children must be fully jabbed and show proof of vaccination.    Double-vaccinated Year 7-9 pupils will also return to classrooms next week after a five-month hiatus due to the COVID-19 pandemic, joining Year 10-13 students who were the first group to resume face-to-face classes earlier this month.""    ""Brunei is still awaiting the arrival of Pfizer vaccines to inoculate children aged 5-11, who are expected to be the last group to return to schools.""    See the Scoop's report, entitled ""International travel to resume in January, schools to reopen in stages as Brunei enters âearly endemic phase"", archived at https://archive.vn/uA4rP#selection-1681.0-1681.129  See the Scoop's report, entitled ""Child care centres set to reopen from January 17"", archived at https://archive.vn/WZHR9  See the Brunei Post's report, entitled ""School reopening, in-person learning to start in stages"", archived at https://archive.vn/frKFF"
"36","Brunei","BRN",2022-02-19,"East_Asia_Pacific","C1: School closing","3G","3G","Phase 2 of reintroducing in-person learning for Bruneian students has commenced on January 17, 2022.    Originally,  ""The first phase will begin on January 3, 2022.     The minister explained that in-person teaching and learning for secondary students in Year 10 and Year 11 will be conducted five times a week, including special needs students from Priority Level 1 and 2. Whereas those in Priority Level 3 will only have to attend their physical classes once a week.     For Year 12 and 13 students, as well as Priority Level 1 and 2, and special need students will also undergo face-to-face teaching and learning five times a week, while once a week in-person classes for Priority Level 3 students.     âMeanwhile, teaching and learning for the remaining students will be made via online or Home Learning Pack (HLP). The first phase is planned to be carried out for at least two weeks whereby the transition towards the second phase depending if there is no increase in the spread of serious cases of infections among the students, teachers and staff as well as on the advice of the COVID-19 Steering Committeeâ, the minister explained.     The minister shared that the second phase is expected to begin on January 17, 2022. However, its implementation will depend on the current Covid-19 situation as well.     In the second phase, said the minister, in-person lessons will be carried out five times a week for students who have completed two doses of COVID-19 vaccines and the increased school capacity from 40 to 100 per cent. This is to be implemented for secondary school students from Year 7 to 11, including special need students in Priority Level 1 and 2. Those in Priority Level 3 will have to attend their physical classes thrice a week, and Year 12 and 13 students, including special needs in Priority Level 1 and 2. Classes for special needs students in Priority Level 3 will be carried out thrice a week.     Lessons for students aged 5 to 11 who have yet to receive their vaccination will continue via online and HLP.     âStudents who continue to have difficulties with online learning will be continued to be supported by the school through the provision of HLPâ, the minister stated. ""    Additionally, from the frst Scoop report,   ""Only fully vaccinated teachers and students can return to primary and secondary schools, sixth form centres and higher education institutions.    Some 98 percent of teachers are fully jabbed while 80 percent of students aged 12-17 have received two vaccine doses, according to education ministry figures.    All double-vaxxed students, teachers and non-teaching staff are still required to undergo antigen rapid tests once a week in the first stage of school reopening.""    â    ""Toddlers aged 3 to 4 can head back to kindergartens from January 17, the education minister said Wednesday.    Joining the COVID-19 news conference, Dato Hj Hamzah Hj Sulaiman said in-person lessons will be allowed for preschoolers five times a week, but attendance at kindergartens is capped at 30 percent.    To ensure the safety of preschoolers who are not authorised to receive the vaccine against COVID, only kindergartens that meet health requirements can reopen.    Kindergarten pupils will also be required to wear face masks and undergo antigen rapid tests once a week, with only those producing negative results permitted to attend in-person classes.    The minister said parents and guardians of the children must be fully jabbed and show proof of vaccination.    Double-vaccinated Year 7-9 pupils will also return to classrooms next week after a five-month hiatus due to the COVID-19 pandemic, joining Year 10-13 students who were the first group to resume face-to-face classes earlier this month.""    ""Brunei is still awaiting the arrival of Pfizer vaccines to inoculate children aged 5-11, who are expected to be the last group to return to schools.""    See the Scoop's report, entitled ""International travel to resume in January, schools to reopen in stages as Brunei enters âearly endemic phase"", archived at https://archive.vn/uA4rP#selection-1681.0-1681.129  See the Scoop's report, entitled ""Child care centres set to reopen from January 17"", archived at https://archive.vn/WZHR9  See the Brunei Post's report, entitled ""School reopening, in-person learning to start in stages"", archived at https://archive.vn/frKFF"
"37","Brunei","BRN",2022-02-25,"East_Asia_Pacific","C1: School closing","3G","3G","Phase 2 of reintroducing in-person learning for Bruneian students has commenced on January 17, 2022.    Originally,  ""The first phase will begin on January 3, 2022.     The minister explained that in-person teaching and learning for secondary students in Year 10 and Year 11 will be conducted five times a week, including special needs students from Priority Level 1 and 2. Whereas those in Priority Level 3 will only have to attend their physical classes once a week.     For Year 12 and 13 students, as well as Priority Level 1 and 2, and special need students will also undergo face-to-face teaching and learning five times a week, while once a week in-person classes for Priority Level 3 students.     âMeanwhile, teaching and learning for the remaining students will be made via online or Home Learning Pack (HLP). The first phase is planned to be carried out for at least two weeks whereby the transition towards the second phase depending if there is no increase in the spread of serious cases of infections among the students, teachers and staff as well as on the advice of the COVID-19 Steering Committeeâ, the minister explained.     The minister shared that the second phase is expected to begin on January 17, 2022. However, its implementation will depend on the current Covid-19 situation as well.     In the second phase, said the minister, in-person lessons will be carried out five times a week for students who have completed two doses of COVID-19 vaccines and the increased school capacity from 40 to 100 per cent. This is to be implemented for secondary school students from Year 7 to 11, including special need students in Priority Level 1 and 2. Those in Priority Level 3 will have to attend their physical classes thrice a week, and Year 12 and 13 students, including special needs in Priority Level 1 and 2. Classes for special needs students in Priority Level 3 will be carried out thrice a week.     Lessons for students aged 5 to 11 who have yet to receive their vaccination will continue via online and HLP.     âStudents who continue to have difficulties with online learning will be continued to be supported by the school through the provision of HLPâ, the minister stated. ""    Additionally, from the frst Scoop report,   ""Only fully vaccinated teachers and students can return to primary and secondary schools, sixth form centres and higher education institutions.    Some 98 percent of teachers are fully jabbed while 80 percent of students aged 12-17 have received two vaccine doses, according to education ministry figures.    All double-vaxxed students, teachers and non-teaching staff are still required to undergo antigen rapid tests once a week in the first stage of school reopening.""    â    ""Toddlers aged 3 to 4 can head back to kindergartens from January 17, the education minister said Wednesday.    Joining the COVID-19 news conference, Dato Hj Hamzah Hj Sulaiman said in-person lessons will be allowed for preschoolers five times a week, but attendance at kindergartens is capped at 30 percent.    To ensure the safety of preschoolers who are not authorised to receive the vaccine against COVID, only kindergartens that meet health requirements can reopen.    Kindergarten pupils will also be required to wear face masks and undergo antigen rapid tests once a week, with only those producing negative results permitted to attend in-person classes.    The minister said parents and guardians of the children must be fully jabbed and show proof of vaccination.    Double-vaccinated Year 7-9 pupils will also return to classrooms next week after a five-month hiatus due to the COVID-19 pandemic, joining Year 10-13 students who were the first group to resume face-to-face classes earlier this month.""    ""Brunei is still awaiting the arrival of Pfizer vaccines to inoculate children aged 5-11, who are expected to be the last group to return to schools.""    See the Scoop's report, entitled ""International travel to resume in January, schools to reopen in stages as Brunei enters âearly endemic phase"", archived at https://archive.vn/uA4rP#selection-1681.0-1681.129  See the Scoop's report, entitled ""Child care centres set to reopen from January 17"", archived at https://archive.vn/WZHR9  See the Brunei Post's report, entitled ""School reopening, in-person learning to start in stages"", archived at https://archive.vn/frKFF"
"38","Brunei","BRN",2022-02-14,"East_Asia_Pacific","C2: Workplace closing","1G","1G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    Business premises can operate to 75 percent or 300-people capacity, whichever is smaller, from 15 December.    ""From Wednesday, all people, regardless of vaccination status, will be allowed to enter public premises or attend public events.  However, unvaccinated individuals are required to undergo ART testing at accredited ART Centres. Each test result is valid for two days.  Children under 18 who are unvaccinated or partially vaccinated will be allowed to enter premises without the need for ART testing, provided that they are accompanied by a fully vaccinated adult.  Business and public premises will be allowed to hold 75 percent of their capacity, but not more than 300 people. The rule applies to:     Restaurants, cafÃ©s, food courts, markets and food stalls, cinemas, arcades, indoor playgrounds, beauty establishments, and music schools.  All indoor and outdoor sports, fitness and recreational facilities. (Only training is allowed, no sports competitions.)    Museums, galleries, libraries and senior citizens centres. (Opening hours are restricted to 8am-2pm.)   Government offices and service counters. ""    Additionally, the civil service will return to normal in-person working and standard working hours.  ""In the early endemic phase, civil servants will fully return to the office and normal working hours will be reinstated from 7.45am to 12.15pm and from 1.30pm to 4.30pm.""    The Scoop's report, archived at https://archive.vn/uA4rP#selection-1561.0-1627.41  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"39","Brunei","BRN",2022-02-19,"East_Asia_Pacific","C2: Workplace closing","1G","1G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    Business premises can operate to 75 percent or 300-people capacity, whichever is smaller, from 15 December.    ""From Wednesday, all people, regardless of vaccination status, will be allowed to enter public premises or attend public events.  However, unvaccinated individuals are required to undergo ART testing at accredited ART Centres. Each test result is valid for two days.  Children under 18 who are unvaccinated or partially vaccinated will be allowed to enter premises without the need for ART testing, provided that they are accompanied by a fully vaccinated adult.  Business and public premises will be allowed to hold 75 percent of their capacity, but not more than 300 people. The rule applies to:     Restaurants, cafÃ©s, food courts, markets and food stalls, cinemas, arcades, indoor playgrounds, beauty establishments, and music schools.  All indoor and outdoor sports, fitness and recreational facilities. (Only training is allowed, no sports competitions.)    Museums, galleries, libraries and senior citizens centres. (Opening hours are restricted to 8am-2pm.)   Government offices and service counters. ""    Additionally, the civil service will return to normal in-person working and standard working hours.  ""In the early endemic phase, civil servants will fully return to the office and normal working hours will be reinstated from 7.45am to 12.15pm and from 1.30pm to 4.30pm.""    The Scoop's report, archived at https://archive.vn/uA4rP#selection-1561.0-1627.41  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"40","Brunei","BRN",2022-02-25,"East_Asia_Pacific","C2: Workplace closing","1G","1G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    Business premises can operate to 75 percent or 300-people capacity, whichever is smaller, from 15 December.    ""From Wednesday, all people, regardless of vaccination status, will be allowed to enter public premises or attend public events.  However, unvaccinated individuals are required to undergo ART testing at accredited ART Centres. Each test result is valid for two days.  Children under 18 who are unvaccinated or partially vaccinated will be allowed to enter premises without the need for ART testing, provided that they are accompanied by a fully vaccinated adult.  Business and public premises will be allowed to hold 75 percent of their capacity, but not more than 300 people. The rule applies to:     Restaurants, cafÃ©s, food courts, markets and food stalls, cinemas, arcades, indoor playgrounds, beauty establishments, and music schools.  All indoor and outdoor sports, fitness and recreational facilities. (Only training is allowed, no sports competitions.)    Museums, galleries, libraries and senior citizens centres. (Opening hours are restricted to 8am-2pm.)   Government offices and service counters. ""    Additionally, the civil service will return to normal in-person working and standard working hours.  ""In the early endemic phase, civil servants will fully return to the office and normal working hours will be reinstated from 7.45am to 12.15pm and from 1.30pm to 4.30pm.""    The Scoop's report, archived at https://archive.vn/uA4rP#selection-1561.0-1627.41  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"41","Brunei","BRN",2022-02-14,"East_Asia_Pacific","C3: Cancel public events","1G","1G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    ""Public venues can increase capacity to 75%  As Brunei moves into the early endemic phase, the government also announced further easing of restrictions that will come into effect on December 15, 2021 and last until January 14, 2022.   During this period, wearing of face masks and use of the Bruhealth contact tracing app will still be mandatory, and the 10pm to 4am curfew will still be in place.   From Wednesday, all people, regardless of vaccination status, will be allowed to enter public premises or attend public events.  However, unvaccinated individuals are required to undergo ART testing at accredited ART Centres. Each test result is valid for two days.  Children under 18 who are unvaccinated or partially vaccinated will be allowed to enter premises without the need for ART testing, provided that they are accompanied by a fully vaccinated adult.  Business and public premises will be allowed to hold 75 percent of their capacity, but not more than 300 people. The rule applies to:     Restaurants, cafÃ©s, food courts, markets and food stalls, cinemas, arcades, indoor playgrounds, beauty establishments, and music schools.  All indoor and outdoor sports, fitness and recreational facilities. (Only training is allowed, no sports competitions.)  Museums, galleries, libraries and senior citizens centres. (Opening hours are restricted to 8am-2pm.)  Government offices and service counters.     Members of the public are permitted to host large gatherings such as weddings, but attendance is limited to 75 percent of the venue capacity or not more than 300 people  â whichever is the smaller number. Buffet services are still not allowed, except for dome serving, and distribution of packaged meals is encouraged instead.""    The Scoop's report, archived at https://archive.vn/uA4rP  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"42","Brunei","BRN",2022-02-19,"East_Asia_Pacific","C3: Cancel public events","1G","1G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    ""Public venues can increase capacity to 75%  As Brunei moves into the early endemic phase, the government also announced further easing of restrictions that will come into effect on December 15, 2021 and last until January 14, 2022.   During this period, wearing of face masks and use of the Bruhealth contact tracing app will still be mandatory, and the 10pm to 4am curfew will still be in place.   From Wednesday, all people, regardless of vaccination status, will be allowed to enter public premises or attend public events.  However, unvaccinated individuals are required to undergo ART testing at accredited ART Centres. Each test result is valid for two days.  Children under 18 who are unvaccinated or partially vaccinated will be allowed to enter premises without the need for ART testing, provided that they are accompanied by a fully vaccinated adult.  Business and public premises will be allowed to hold 75 percent of their capacity, but not more than 300 people. The rule applies to:     Restaurants, cafÃ©s, food courts, markets and food stalls, cinemas, arcades, indoor playgrounds, beauty establishments, and music schools.  All indoor and outdoor sports, fitness and recreational facilities. (Only training is allowed, no sports competitions.)  Museums, galleries, libraries and senior citizens centres. (Opening hours are restricted to 8am-2pm.)  Government offices and service counters.     Members of the public are permitted to host large gatherings such as weddings, but attendance is limited to 75 percent of the venue capacity or not more than 300 people  â whichever is the smaller number. Buffet services are still not allowed, except for dome serving, and distribution of packaged meals is encouraged instead.""    The Scoop's report, archived at https://archive.vn/uA4rP  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"43","Brunei","BRN",2022-02-25,"East_Asia_Pacific","C3: Cancel public events","1G","1G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    ""Public venues can increase capacity to 75%  As Brunei moves into the early endemic phase, the government also announced further easing of restrictions that will come into effect on December 15, 2021 and last until January 14, 2022.   During this period, wearing of face masks and use of the Bruhealth contact tracing app will still be mandatory, and the 10pm to 4am curfew will still be in place.   From Wednesday, all people, regardless of vaccination status, will be allowed to enter public premises or attend public events.  However, unvaccinated individuals are required to undergo ART testing at accredited ART Centres. Each test result is valid for two days.  Children under 18 who are unvaccinated or partially vaccinated will be allowed to enter premises without the need for ART testing, provided that they are accompanied by a fully vaccinated adult.  Business and public premises will be allowed to hold 75 percent of their capacity, but not more than 300 people. The rule applies to:     Restaurants, cafÃ©s, food courts, markets and food stalls, cinemas, arcades, indoor playgrounds, beauty establishments, and music schools.  All indoor and outdoor sports, fitness and recreational facilities. (Only training is allowed, no sports competitions.)  Museums, galleries, libraries and senior citizens centres. (Opening hours are restricted to 8am-2pm.)  Government offices and service counters.     Members of the public are permitted to host large gatherings such as weddings, but attendance is limited to 75 percent of the venue capacity or not more than 300 people  â whichever is the smaller number. Buffet services are still not allowed, except for dome serving, and distribution of packaged meals is encouraged instead.""    The Scoop's report, archived at https://archive.vn/uA4rP  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"44","Brunei","BRN",2022-02-14,"East_Asia_Pacific","C4: Restrictions on gatherings","2G","2G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    ""Members of the public are permitted to host large gatherings such as weddings, but attendance is limited to 75 percent of the venue capacity or not more than 300 people  â whichever is the smaller number. Buffet services are still not allowed, except for dome serving, and distribution of packaged meals is encouraged instead.""    The Scoop's report, archived at https://archive.vn/uA4rP#selection-1633.0-1635.121  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"45","Brunei","BRN",2022-02-19,"East_Asia_Pacific","C4: Restrictions on gatherings","2G","2G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    ""Members of the public are permitted to host large gatherings such as weddings, but attendance is limited to 75 percent of the venue capacity or not more than 300 people  â whichever is the smaller number. Buffet services are still not allowed, except for dome serving, and distribution of packaged meals is encouraged instead.""    The Scoop's report, archived at https://archive.vn/uA4rP#selection-1633.0-1635.121  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
"46","Brunei","BRN",2022-02-25,"East_Asia_Pacific","C4: Restrictions on gatherings","2G","2G","No change. Public health measures enacted under the 'early endemic phase' has been extended to 14 March.    ""Members of the public are permitted to host large gatherings such as weddings, but attendance is limited to 75 percent of the venue capacity or not more than 300 people  â whichever is the smaller number. Buffet services are still not allowed, except for dome serving, and distribution of packaged meals is encouraged instead.""    The Scoop's report, archived at https://archive.vn/uA4rP#selection-1633.0-1635.121  The Scoop's report about the extension of the early endemic phase, archived at https://archive.vn/H6ZFO"
